,video,audio_clip,mean,std
40,1,video1_sec60000-63000.wav,2.25,1.299038105676658
41,1,video1_sec61500-64500.wav,2.25,1.299038105676658
42,1,video1_sec63000-66000.wav,2.0,1.7320508075688774
43,1,video1_sec64500-67500.wav,2.0,1.7320508075688774
44,1,video1_sec66000-69000.wav,2.0,1.7320508075688774
45,1,video1_sec67500-70500.wav,1.8333333333333333,1.6702566899066256
46,1,video1_sec69000-72000.wav,1.75,1.6393596310755
47,1,video1_sec70500-73500.wav,1.9166666666666667,1.793672339283147
48,1,video1_sec72000-75000.wav,2.0,1.8708286933869707
49,1,video1_sec73500-76500.wav,2.0,1.8708286933869707
50,1,video1_sec75000-78000.wav,1.8333333333333333,1.5011547111808632
51,1,video1_sec76500-79500.wav,2.0,1.224744871391589
52,1,video1_sec78000-81000.wav,2.0,1.224744871391589
53,1,video1_sec79500-82500.wav,2.0,1.224744871391589
54,1,video1_sec81000-84000.wav,2.0,1.224744871391589
55,1,video1_sec82500-85500.wav,2.0,1.224744871391589
56,1,video1_sec84000-87000.wav,2.0,1.224744871391589
57,1,video1_sec85500-88500.wav,2.0,1.224744871391589
58,1,video1_sec87000-90000.wav,2.0,1.224744871391589
59,1,video1_sec88500-91500.wav,2.0,1.224744871391589
60,1,video1_sec90000-93000.wav,2.25,0.82915619758885
61,1,video1_sec91500-94500.wav,2.0833333333333335,0.94305206586295
62,1,video1_sec93000-96000.wav,2.75,1.0897247358851685
63,1,video1_sec94500-97500.wav,2.75,1.0897247358851685
64,1,video1_sec96000-99000.wav,2.75,1.0897247358851685
65,1,video1_sec97500-100500.wav,2.75,1.0897247358851685
66,1,video1_sec99000-102000.wav,2.5,1.5
67,1,video1_sec100500-103500.wav,2.5,1.5
68,1,video1_sec102000-105000.wav,2.5833333333333335,1.3632415786283893
69,1,video1_sec103500-106500.wav,2.75,1.0897247358851685
70,1,video1_sec105000-108000.wav,2.75,1.0897247358851685
71,1,video1_sec106500-109500.wav,2.75,1.0897247358851685
72,1,video1_sec108000-111000.wav,2.75,1.0897247358851685
73,1,video1_sec109500-112500.wav,2.75,1.0897247358851685
74,1,video1_sec111000-114000.wav,2.8333333333333335,1.134731447720642
75,1,video1_sec112500-115500.wav,3.0,1.224744871391589
76,1,video1_sec114000-117000.wav,2.75,1.0897247358851685
77,1,video1_sec115500-118500.wav,2.75,1.0897247358851685
78,1,video1_sec117000-120000.wav,2.75,1.0897247358851685
79,1,video1_sec118500-121500.wav,2.75,1.0897247358851685
80,1,video1_sec120000-123000.wav,2.75,1.0897247358851685
81,1,video1_sec121500-124500.wav,2.75,1.0897247358851685
82,1,video1_sec123000-126000.wav,2.8333333333333335,1.134731447720642
83,1,video1_sec124500-127500.wav,3.0,1.224744871391589
84,1,video1_sec126000-129000.wav,3.25,0.82915619758885
85,1,video1_sec127500-130500.wav,3.0833333333333335,0.7477899199873149
86,1,video1_sec129000-132000.wav,2.9166666666666665,0.8346460994194213
87,1,video1_sec130500-133500.wav,2.9166666666666665,1.1797381595561156
88,1,video1_sec132000-135000.wav,2.5833333333333335,0.9405918478180153
89,1,video1_sec133500-136500.wav,2.5833333333333335,0.9405918478180153
90,1,video1_sec135000-138000.wav,2.5,0.8660254037844387
91,1,video1_sec136500-139500.wav,2.3333333333333335,1.1547005383792515
92,1,video1_sec138000-141000.wav,2.25,1.299038105676658
93,1,video1_sec139500-142500.wav,2.25,1.299038105676658
94,1,video1_sec141000-144000.wav,2.25,1.299038105676658
95,1,video1_sec142500-145500.wav,2.25,1.299038105676658
96,1,video1_sec144000-147000.wav,2.0,1.7320508075688774
97,1,video1_sec145500-148500.wav,1.8333333333333333,2.0207259421636903
98,1,video1_sec147000-150000.wav,1.75,2.3675870485081827
99,1,video1_sec148500-151500.wav,1.75,2.772634126602354
100,1,video1_sec150000-153000.wav,2.0,2.345207879911715
101,1,video1_sec151500-154500.wav,2.0,2.345207879911715
102,1,video1_sec153000-156000.wav,2.0,2.345207879911715
103,1,video1_sec154500-157500.wav,2.0,2.345207879911715
104,1,video1_sec156000-159000.wav,2.0,2.345207879911715
105,1,video1_sec157500-160500.wav,2.0,2.345207879911715
106,1,video1_sec159000-162000.wav,2.0833333333333335,2.392628117529993
107,1,video1_sec160500-163500.wav,2.25,2.48746859276655
108,1,video1_sec162000-165000.wav,2.25,2.48746859276655
109,1,video1_sec163500-166500.wav,2.25,2.48746859276655
110,1,video1_sec165000-168000.wav,2.25,2.48746859276655
111,1,video1_sec166500-169500.wav,2.25,2.48746859276655
112,1,video1_sec168000-171000.wav,2.25,2.48746859276655
113,1,video1_sec169500-172500.wav,2.4166666666666665,2.2035247394614035
114,1,video1_sec171000-174000.wav,2.5,2.0615528128088303
115,1,video1_sec172500-175500.wav,2.5,2.0615528128088303
116,1,video1_sec174000-177000.wav,2.25,2.0463381929681126
117,1,video1_sec175500-178500.wav,2.5833333333333335,1.7750191517063711
118,1,video1_sec177000-180000.wav,2.75,1.6393596310755
119,1,video1_sec178500-181500.wav,2.75,1.6393596310755
120,1,video1_sec180000-183000.wav,2.75,1.6393596310755
121,1,video1_sec181500-184500.wav,2.75,1.6393596310755
122,1,video1_sec183000-186000.wav,2.75,1.6393596310755
123,1,video1_sec184500-187500.wav,2.9166666666666665,1.362949791286226
124,1,video1_sec186000-189000.wav,3.0,1.224744871391589
125,1,video1_sec187500-190500.wav,3.0,1.224744871391589
126,1,video1_sec189000-192000.wav,3.0,1.224744871391589
127,1,video1_sec190500-193500.wav,3.0,1.224744871391589
128,1,video1_sec192000-195000.wav,3.0,1.224744871391589
129,1,video1_sec193500-196500.wav,3.0,1.224744871391589
130,1,video1_sec195000-198000.wav,3.0,1.224744871391589
131,1,video1_sec196500-199500.wav,3.0,1.224744871391589
132,1,video1_sec198000-201000.wav,3.0,1.224744871391589
133,1,video1_sec199500-202500.wav,3.0,1.224744871391589
134,1,video1_sec201000-204000.wav,3.0,1.224744871391589
135,1,video1_sec202500-205500.wav,3.0,1.224744871391589
136,1,video1_sec204000-207000.wav,3.0,1.224744871391589
137,1,video1_sec205500-208500.wav,2.8333333333333335,1.5011547111808632
138,1,video1_sec207000-210000.wav,2.75,1.6393596310755
139,1,video1_sec208500-211500.wav,2.75,1.6393596310755
140,1,video1_sec210000-213000.wav,3.0,1.224744871391589
141,1,video1_sec211500-214500.wav,3.0,1.224744871391589
142,1,video1_sec213000-216000.wav,3.0,1.224744871391589
143,1,video1_sec214500-217500.wav,3.0,1.224744871391589
144,1,video1_sec216000-219000.wav,3.0,1.224744871391589
145,1,video1_sec217500-220500.wav,3.0,1.224744871391589
146,1,video1_sec219000-222000.wav,3.0833333333333335,1.2495092828199452
147,1,video1_sec220500-223500.wav,3.25,1.299038105676658
148,1,video1_sec222000-225000.wav,3.25,1.299038105676658
149,1,video1_sec223500-226500.wav,3.25,1.299038105676658
150,1,video1_sec225000-228000.wav,3.25,1.299038105676658
151,1,video1_sec226500-229500.wav,3.25,1.299038105676658
152,1,video1_sec228000-231000.wav,3.25,1.5061208827734893
153,1,video1_sec229500-232500.wav,3.0833333333333335,1.7947960173683022
154,1,video1_sec231000-234000.wav,3.25,1.299038105676658
155,1,video1_sec232500-235500.wav,3.25,1.299038105676658
156,1,video1_sec234000-237000.wav,3.25,1.299038105676658
157,1,video1_sec235500-238500.wav,3.25,1.299038105676658
158,1,video1_sec237000-240000.wav,3.3333333333333335,1.1547005383792515
159,1,video1_sec238500-241500.wav,3.5,0.8660254037844387
160,1,video1_sec240000-243000.wav,3.5,0.8660254037844387
161,1,video1_sec241500-244500.wav,3.5,0.8660254037844387
162,1,video1_sec243000-246000.wav,3.5,0.8660254037844387
163,1,video1_sec244500-247500.wav,3.3333333333333335,1.1547005383792515
164,1,video1_sec246000-249000.wav,3.25,1.299038105676658
165,1,video1_sec247500-250500.wav,3.25,1.299038105676658
166,1,video1_sec249000-252000.wav,2.25,1.7853571071357124
167,1,video1_sec250500-253500.wav,2.25,1.7853571071357124
168,1,video1_sec252000-255000.wav,2.25,1.7853571071357124
169,1,video1_sec253500-256500.wav,2.25,1.7853571071357124
170,1,video1_sec255000-258000.wav,1.75,2.277608394786075
171,1,video1_sec256500-259500.wav,1.5833333333333333,2.1335713401345786
172,1,video1_sec258000-261000.wav,1.6666666666666667,2.205589867460327
173,1,video1_sec259500-262500.wav,1.5,2.0615528128088303
174,1,video1_sec261000-264000.wav,1.5,2.0615528128088303
175,1,video1_sec262500-265500.wav,1.5,2.0615528128088303
176,1,video1_sec264000-267000.wav,1.5,2.0615528128088303
177,1,video1_sec265500-268500.wav,1.5,2.0615528128088303
178,1,video1_sec267000-270000.wav,1.5,2.0615528128088303
179,1,video1_sec268500-271500.wav,1.5,2.0615528128088303
180,1,video1_sec270000-273000.wav,1.5,2.0615528128088303
181,1,video1_sec271500-274500.wav,1.5,2.0615528128088303
182,1,video1_sec273000-276000.wav,1.5,2.0615528128088303
183,1,video1_sec274500-277500.wav,1.5,2.0615528128088303
184,1,video1_sec276000-279000.wav,1.75,1.7853571071357124
185,1,video1_sec277500-280500.wav,1.75,1.7853571071357124
186,1,video1_sec279000-282000.wav,1.8333333333333333,1.856904738090475
187,1,video1_sec280500-283500.wav,2.0,2.0
188,1,video1_sec282000-285000.wav,2.0,2.0
189,1,video1_sec283500-286500.wav,2.0,2.0
190,1,video1_sec285000-288000.wav,1.3333333333333333,1.3333333333333333
0,2,video2_sec0-3000.wav,0.4166666666666667,0.9405918478180153
1,2,video2_sec1500-4500.wav,0.25,1.0897247358851685
2,2,video2_sec3000-6000.wav,0.3333333333333333,1.099161153506744
3,2,video2_sec4500-7500.wav,0.8333333333333334,1.189174577177691
4,2,video2_sec6000-9000.wav,1.0833333333333333,1.3095032295193605
5,2,video2_sec7500-10500.wav,1.4166666666666667,1.5985482453767679
6,2,video2_sec9000-12000.wav,1.5,1.6583123951777
7,2,video2_sec10500-13500.wav,1.5,1.6583123951777
8,2,video2_sec12000-15000.wav,1.5833333333333333,1.745637075774184
9,2,video2_sec13500-16500.wav,1.75,1.920286436967152
10,2,video2_sec15000-18000.wav,2.0,2.23606797749979
11,2,video2_sec16500-19500.wav,2.1666666666666665,2.188731665473995
12,2,video2_sec18000-21000.wav,2.0,2.1213203435596424
13,2,video2_sec19500-22500.wav,2.0,2.1213203435596424
14,2,video2_sec21000-24000.wav,1.75,1.7853571071357124
15,2,video2_sec22500-25500.wav,1.75,1.7853571071357124
16,2,video2_sec24000-27000.wav,1.75,1.7853571071357124
17,2,video2_sec25500-28500.wav,1.75,1.7853571071357124
18,2,video2_sec27000-30000.wav,2.0833333333333335,2.009332598084999
19,2,video2_sec28500-31500.wav,2.5833333333333335,1.461144439496343
20,2,video2_sec30000-33000.wav,2.5,0.8660254037844387
21,2,video2_sec31500-34500.wav,2.5,0.8660254037844387
22,2,video2_sec33000-36000.wav,2.5,0.8660254037844387
23,2,video2_sec34500-37500.wav,2.5,0.8660254037844387
24,2,video2_sec36000-39000.wav,2.5833333333333335,1.0103629710818451
25,2,video2_sec37500-40500.wav,2.5833333333333335,1.010362971081845
26,2,video2_sec39000-42000.wav,2.5,0.8660254037844387
27,2,video2_sec40500-43500.wav,2.5,0.8660254037844387
28,2,video2_sec42000-45000.wav,2.25,0.43301270189221935
29,2,video2_sec43500-46500.wav,2.4166666666666665,0.7216878364870322
30,2,video2_sec45000-48000.wav,2.5833333333333335,0.8537356683859091
31,2,video2_sec46500-49500.wav,2.75,0.82915619758885
32,2,video2_sec48000-51000.wav,2.75,0.82915619758885
33,2,video2_sec49500-52500.wav,2.5833333333333335,0.6097187325296166
34,2,video2_sec51000-54000.wav,2.5,0.5
35,2,video2_sec52500-55500.wav,2.5,0.5
36,2,video2_sec54000-57000.wav,2.5,0.5
37,2,video2_sec55500-58500.wav,2.6666666666666665,0.7194374650592333
38,2,video2_sec57000-60000.wav,3.0,1.224744871391589
39,2,video2_sec58500-61500.wav,3.0,1.224744871391589
40,2,video2_sec60000-63000.wav,3.0,1.224744871391589
41,2,video2_sec61500-64500.wav,2.8333333333333335,0.9610190888564296
42,2,video2_sec63000-66000.wav,2.6666666666666665,0.9254487946425316
43,2,video2_sec64500-67500.wav,2.5,1.118033988749895
44,2,video2_sec66000-69000.wav,2.25,0.82915619758885
45,2,video2_sec67500-70500.wav,2.25,0.82915619758885
46,2,video2_sec69000-72000.wav,2.5,1.118033988749895
47,2,video2_sec70500-73500.wav,2.5,1.118033988749895
48,2,video2_sec72000-75000.wav,2.6666666666666665,1.2167605132909616
49,2,video2_sec73500-76500.wav,3.0,1.4142135623730951
50,2,video2_sec75000-78000.wav,3.0,1.4142135623730951
51,2,video2_sec76500-79500.wav,3.0,1.4142135623730951
52,2,video2_sec78000-81000.wav,3.0,1.4142135623730951
53,2,video2_sec79500-82500.wav,2.8333333333333335,1.1978876780478107
54,2,video2_sec81000-84000.wav,2.5833333333333335,1.1085975711283194
55,2,video2_sec82500-85500.wav,2.75,1.0897247358851685
56,2,video2_sec84000-87000.wav,2.75,1.0897247358851685
57,2,video2_sec85500-88500.wav,2.75,1.0897247358851685
58,2,video2_sec87000-90000.wav,2.6666666666666665,1.015158291851592
59,2,video2_sec88500-91500.wav,2.6666666666666665,1.015158291851592
60,2,video2_sec90000-93000.wav,2.8333333333333335,1.1978876780478107
61,2,video2_sec91500-94500.wav,2.5,1.751595478769133
62,2,video2_sec93000-96000.wav,2.25,1.920286436967152
63,2,video2_sec94500-97500.wav,2.25,1.920286436967152
64,2,video2_sec96000-99000.wav,2.0833333333333335,1.8873146079136978
65,2,video2_sec97500-100500.wav,2.0833333333333335,1.6941880323785103
66,2,video2_sec99000-102000.wav,2.0,1.5811388300841898
67,2,video2_sec100500-103500.wav,2.0,1.5811388300841898
68,2,video2_sec102000-105000.wav,2.0,1.5811388300841898
69,2,video2_sec103500-106500.wav,2.0,1.5811388300841898
70,2,video2_sec105000-108000.wav,2.0,1.5811388300841898
71,2,video2_sec106500-109500.wav,2.0,1.5811388300841898
72,2,video2_sec108000-111000.wav,2.0,1.5811388300841898
73,2,video2_sec109500-112500.wav,2.0,1.5811388300841898
74,2,video2_sec111000-114000.wav,2.0,1.5811388300841898
75,2,video2_sec112500-115500.wav,1.8333333333333333,1.3930716804791687
76,2,video2_sec114000-117000.wav,1.5,1.372677996249965
77,2,video2_sec115500-118500.wav,1.3333333333333333,1.2387034000344037
78,2,video2_sec117000-120000.wav,1.25,1.299038105676658
79,2,video2_sec118500-121500.wav,1.25,1.299038105676658
80,2,video2_sec120000-123000.wav,1.75,1.7853571071357124
81,2,video2_sec121500-124500.wav,1.75,1.7853571071357124
82,2,video2_sec123000-126000.wav,1.75,1.7853571071357124
83,2,video2_sec124500-127500.wav,1.5833333333333333,1.5951190357119043
84,2,video2_sec126000-129000.wav,1.3333333333333333,1.3660254037844386
85,2,video2_sec127500-130500.wav,1.5,1.5
86,2,video2_sec129000-132000.wav,1.5,1.5
87,2,video2_sec130500-133500.wav,1.5,1.5
88,2,video2_sec132000-135000.wav,0.8333333333333334,1.2742736942483017
89,2,video2_sec133500-136500.wav,1.0,1.224744871391589
90,2,video2_sec135000-138000.wav,0.8333333333333334,1.316496580927726
91,2,video2_sec136500-139500.wav,0.5,1.5
92,2,video2_sec138000-141000.wav,0.25,1.7853571071357124
93,2,video2_sec139500-142500.wav,0.25,1.7853571071357124
94,2,video2_sec141000-144000.wav,0.5,1.5
95,2,video2_sec142500-145500.wav,0.5,1.5
96,2,video2_sec144000-147000.wav,0.75,1.299038105676658
97,2,video2_sec145500-148500.wav,0.75,1.299038105676658
98,2,video2_sec147000-150000.wav,1.1666666666666667,1.316496580927726
99,2,video2_sec148500-151500.wav,1.6666666666666667,1.6902380714238083
100,2,video2_sec150000-153000.wav,1.6666666666666667,1.9169962603713084
101,2,video2_sec151500-154500.wav,1.5,1.6583123951777
102,2,video2_sec153000-156000.wav,1.4166666666666667,1.5385542986773526
103,2,video2_sec154500-157500.wav,1.4166666666666667,1.5385542986773526
104,2,video2_sec156000-159000.wav,1.4166666666666667,1.5385542986773526
105,2,video2_sec157500-160500.wav,1.25,1.299038105676658
106,2,video2_sec159000-162000.wav,1.1666666666666667,1.199358737117772
107,2,video2_sec160500-163500.wav,1.0,1.0
108,2,video2_sec162000-165000.wav,1.4166666666666667,1.5385542986773526
109,2,video2_sec163500-166500.wav,1.4166666666666667,1.5385542986773526
110,2,video2_sec165000-168000.wav,1.6666666666666667,1.9169962603713084
111,2,video2_sec166500-169500.wav,1.5,1.6583123951777
112,2,video2_sec168000-171000.wav,1.5,1.6583123951777
113,2,video2_sec169500-172500.wav,1.5,1.6583123951777
114,2,video2_sec171000-174000.wav,1.5,1.6583123951777
115,2,video2_sec172500-175500.wav,1.5,1.6583123951777
116,2,video2_sec174000-177000.wav,0.5,0.8660254037844387
117,2,video2_sec175500-178500.wav,0.5,0.8660254037844387
118,2,video2_sec177000-180000.wav,0.5,0.8660254037844387
119,2,video2_sec178500-181500.wav,0.5,0.8660254037844387
120,2,video2_sec180000-183000.wav,0.5,0.8660254037844387
121,2,video2_sec181500-184500.wav,0.5,0.8660254037844387
122,2,video2_sec183000-186000.wav,0.5833333333333334,1.0103629710818451
123,2,video2_sec184500-187500.wav,0.75,1.299038105676658
0,3,video3_sec0-3000.wav,0.5833333333333334,0.47767090063073975
1,3,video3_sec1500-4500.wav,0.5833333333333334,0.47767090063073975
2,3,video3_sec3000-6000.wav,0.5,0.5
3,3,video3_sec4500-7500.wav,0.8333333333333334,1.10947570824873
4,3,video3_sec6000-9000.wav,1.0833333333333333,1.5379280772939676
5,3,video3_sec7500-10500.wav,1.25,1.7853571071357124
6,3,video3_sec9000-12000.wav,1.5,1.5
7,3,video3_sec10500-13500.wav,1.5,1.5
8,3,video3_sec12000-15000.wav,1.5,1.5
9,3,video3_sec13500-16500.wav,1.5,1.5
10,3,video3_sec15000-18000.wav,1.5,1.5
11,3,video3_sec16500-19500.wav,1.6666666666666667,1.3660254037844386
12,3,video3_sec18000-21000.wav,2.0,1.224744871391589
13,3,video3_sec19500-22500.wav,2.3333333333333335,1.153604282963793
14,3,video3_sec21000-24000.wav,2.5,1.118033988749895
15,3,video3_sec22500-25500.wav,2.5,1.118033988749895
16,3,video3_sec24000-27000.wav,2.5,1.118033988749895
17,3,video3_sec25500-28500.wav,2.5,1.118033988749895
18,3,video3_sec27000-30000.wav,2.5,1.118033988749895
19,3,video3_sec28500-31500.wav,2.5,1.118033988749895
20,3,video3_sec30000-33000.wav,2.5,1.118033988749895
21,3,video3_sec31500-34500.wav,2.5,1.118033988749895
22,3,video3_sec33000-36000.wav,2.75,1.0897247358851685
23,3,video3_sec34500-37500.wav,2.75,1.0897247358851685
24,3,video3_sec36000-39000.wav,2.75,1.0897247358851685
25,3,video3_sec37500-40500.wav,2.75,1.0897247358851685
26,3,video3_sec39000-42000.wav,2.5833333333333335,1.1085975711283194
27,3,video3_sec40500-43500.wav,2.75,1.0897247358851685
28,3,video3_sec42000-45000.wav,2.5,1.118033988749895
29,3,video3_sec43500-46500.wav,2.5,1.118033988749895
30,3,video3_sec45000-48000.wav,2.5,1.118033988749895
31,3,video3_sec46500-49500.wav,2.3333333333333335,1.2387034000344037
32,3,video3_sec48000-51000.wav,2.3333333333333335,1.2387034000344037
33,3,video3_sec49500-52500.wav,2.5,1.118033988749895
34,3,video3_sec51000-54000.wav,2.5,1.118033988749895
35,3,video3_sec52500-55500.wav,2.5,1.118033988749895
36,3,video3_sec54000-57000.wav,2.5,1.118033988749895
37,3,video3_sec55500-58500.wav,2.5,1.118033988749895
38,3,video3_sec57000-60000.wav,2.5,1.118033988749895
39,3,video3_sec58500-61500.wav,2.6666666666666665,1.2387034000344037
40,3,video3_sec60000-63000.wav,2.75,1.299038105676658
41,3,video3_sec61500-64500.wav,2.75,1.299038105676658
42,3,video3_sec63000-66000.wav,2.9166666666666665,1.2495092828199452
43,3,video3_sec64500-67500.wav,2.75,1.299038105676658
44,3,video3_sec66000-69000.wav,2.8333333333333335,1.199358737117772
45,3,video3_sec67500-70500.wav,2.8333333333333335,1.199358737117772
46,3,video3_sec69000-72000.wav,2.5,1.5
47,3,video3_sec70500-73500.wav,2.5,1.5
48,3,video3_sec72000-75000.wav,2.4166666666666665,1.5951190357119043
49,3,video3_sec73500-76500.wav,2.4166666666666665,1.5951190357119043
50,3,video3_sec75000-78000.wav,2.5,1.5
51,3,video3_sec76500-79500.wav,2.5,1.5
52,3,video3_sec78000-81000.wav,2.5,1.5
53,3,video3_sec79500-82500.wav,2.6666666666666665,1.3660254037844386
54,3,video3_sec81000-84000.wav,2.75,1.299038105676658
55,3,video3_sec82500-85500.wav,2.75,1.299038105676658
56,3,video3_sec84000-87000.wav,2.75,1.299038105676658
57,3,video3_sec85500-88500.wav,2.75,1.299038105676658
58,3,video3_sec87000-90000.wav,2.75,1.299038105676658
59,3,video3_sec88500-91500.wav,2.5833333333333335,1.4330127018922194
60,3,video3_sec90000-93000.wav,2.5,1.5
61,3,video3_sec91500-94500.wav,2.5,1.5
62,3,video3_sec93000-96000.wav,2.5,1.5
63,3,video3_sec94500-97500.wav,2.5,1.5
64,3,video3_sec96000-99000.wav,2.5,1.5
65,3,video3_sec97500-100500.wav,2.6666666666666665,1.3660254037844386
66,3,video3_sec99000-102000.wav,2.75,1.299038105676658
67,3,video3_sec100500-103500.wav,2.9166666666666665,1.099679368558886
68,3,video3_sec102000-105000.wav,3.0833333333333335,0.94305206586295
69,3,video3_sec103500-106500.wav,3.25,0.82915619758885
70,3,video3_sec105000-108000.wav,3.0,1.0
71,3,video3_sec106500-109500.wav,3.0,1.0
72,3,video3_sec108000-111000.wav,3.0,1.0
73,3,video3_sec109500-112500.wav,2.6666666666666665,1.4388749301184667
74,3,video3_sec111000-114000.wav,2.5,1.6583123951777
75,3,video3_sec112500-115500.wav,2.5,1.6583123951777
76,3,video3_sec114000-117000.wav,2.5,1.6583123951777
77,3,video3_sec115500-118500.wav,2.3333333333333335,1.9169962603713084
78,3,video3_sec117000-120000.wav,2.25,2.0463381929681126
79,3,video3_sec118500-121500.wav,2.25,2.0463381929681126
80,3,video3_sec120000-123000.wav,2.5833333333333335,2.1676207106409975
81,3,video3_sec121500-124500.wav,2.75,1.920286436967152
82,3,video3_sec123000-126000.wav,2.75,1.920286436967152
83,3,video3_sec124500-127500.wav,2.75,1.920286436967152
84,3,video3_sec126000-129000.wav,2.75,1.920286436967152
85,3,video3_sec127500-130500.wav,2.75,1.920286436967152
86,3,video3_sec129000-132000.wav,3.0,1.5811388300841898
87,3,video3_sec130500-133500.wav,3.0,1.5811388300841898
88,3,video3_sec132000-135000.wav,3.0,1.5811388300841898
89,3,video3_sec133500-136500.wav,3.0,1.5811388300841898
90,3,video3_sec135000-138000.wav,3.0,1.5811388300841898
91,3,video3_sec136500-139500.wav,3.0,1.5811388300841898
92,3,video3_sec138000-141000.wav,3.0,1.5811388300841898
93,3,video3_sec139500-142500.wav,3.0,1.5811388300841898
94,3,video3_sec141000-144000.wav,3.0833333333333335,1.4871052552816793
95,3,video3_sec142500-145500.wav,3.25,1.299038105676658
96,3,video3_sec144000-147000.wav,2.75,1.299038105676658
97,3,video3_sec145500-148500.wav,2.9166666666666665,1.099679368558886
98,3,video3_sec147000-150000.wav,3.0,1.0
99,3,video3_sec148500-151500.wav,3.0,1.0
100,3,video3_sec150000-153000.wav,3.0,1.0
101,3,video3_sec151500-154500.wav,3.0,1.0
102,3,video3_sec153000-156000.wav,2.9166666666666665,1.099679368558886
103,3,video3_sec154500-157500.wav,2.75,1.299038105676658
104,3,video3_sec156000-159000.wav,2.75,1.299038105676658
105,3,video3_sec157500-160500.wav,2.75,1.299038105676658
106,3,video3_sec159000-162000.wav,2.75,1.299038105676658
107,3,video3_sec160500-163500.wav,2.75,1.299038105676658
108,3,video3_sec162000-165000.wav,2.4166666666666665,1.5985482453767679
109,3,video3_sec163500-166500.wav,2.25,1.479019945774904
110,3,video3_sec165000-168000.wav,2.25,1.479019945774904
111,3,video3_sec166500-169500.wav,2.25,1.479019945774904
112,3,video3_sec168000-171000.wav,2.25,1.479019945774904
113,3,video3_sec169500-172500.wav,2.25,1.479019945774904
114,3,video3_sec171000-174000.wav,2.25,1.479019945774904
115,3,video3_sec172500-175500.wav,2.0833333333333335,1.740225777516282
116,3,video3_sec174000-177000.wav,2.0,1.8708286933869707
117,3,video3_sec175500-178500.wav,2.0,1.8708286933869707
118,3,video3_sec177000-180000.wav,2.0,1.8708286933869707
119,3,video3_sec178500-181500.wav,2.0,1.8708286933869707
120,3,video3_sec180000-183000.wav,2.1666666666666665,1.619897125174612
121,3,video3_sec181500-184500.wav,2.5,1.118033988749895
122,3,video3_sec183000-186000.wav,2.5,1.118033988749895
123,3,video3_sec184500-187500.wav,2.5,1.118033988749895
124,3,video3_sec186000-189000.wav,2.5,1.118033988749895
125,3,video3_sec187500-190500.wav,2.5,1.118033988749895
126,3,video3_sec189000-192000.wav,2.4166666666666665,1.1085975711283194
127,3,video3_sec190500-193500.wav,2.25,1.0897247358851685
128,3,video3_sec192000-195000.wav,2.3333333333333335,1.015158291851592
129,3,video3_sec193500-196500.wav,2.5,0.8660254037844387
